CONTNUM|MFGPART|MFGNAME|PRODNAME|VENDPART|PRODDESC|PRODDESC2|PRODDESC3|PRODDESC4|NSN|VALUE1|VALUE2|VALUE3|DVOLUME|D_VUNIT|ISSCODE|QTY_UNIT|QP_UNIT|STDPACK|WEIGHT|SIN|PPOINT|INCR_OF|P_WWW|WARNUMBER|WARPERIOD|P_DELIV|LEADTIME|UNIT1|UNIT2|UNIT3|TYPE1|TYPE2|TYPE3|ITEMTYPE|UPC|UNSPSC|FOB_AK|FOB_HI|FOB_PR|FOB_US|PSC_CODE|GSAPRICE|TEMPRICE|TPRSTART|TPRSTOP|MLP|ZONE_NUM
47QSHA19D003A|C96-CL3-A35|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C96-CL3-A35 (MEETS TECTYL 437)|CORROSION PREVENTIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. 35LB size, is a hot application corrosion pre|ventive compound which provides an effective barrier against atmospheric corrosion. The film is semi-firm, tan in color, and opaque. Covered under Military Specification MIL-C11796C, Class 3, QPL Reference Number M6154. 8030-00-285-1570|||8030-00-285-1570|0|0|0|1|CF|EA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|200|0|||204.6392|00
47QSHA19D003A|ACETONE-1GL|ACI-LUBES CO|ACETONE|ACETONE-1GL|ACETONE 1 gallon can, is an organic compound with the formula (CH3)2CO. It is the simplest and smallest ketone. It is a colorless, volatile, flammable liquid with a characteristic odor. Acetone is miscible with water and serves as an important solven|t in its own right, in industry, home, and laboratory. 6810-01-209-0693|||6810-01-209-0693|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|19.95|0|||20.4128|00
47QSHA19D003A|ACETONE-5GL|ACI-LUBES CO|ACETONE TECHNICAL|ACETONE-5GL|ACETONE, Technical 5 gallon pail, is an organic compound with the formula (CH3)2CO. It is the simplest and smallest ketone. It is a colorless, volatile, flammable liquid with a characteristic odor. Acetone is miscible with water and serves as an impo|rtant solvent in its own right, in industry, home, and laboratory. 6810-00-184-4796|||6810-00-184-4796|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|42.58|0|||43.5677|00
47QSHA19D003A|ACETONE-55GL|ACI-LUBES CO|ORGANIC COMPOUND|ACETONE-55GL|55 gallon drum, is an organic compound with the formula (CH3)2CO. It is the simplest and smallest ketone. It is a colorless, volatile, flammable liquid with a characteristic odor. Acetone is miscible with water and serves as an important solvent in i|ts own right, in industry, home, and laboratory.|||6810-00-281-1864|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|401.5|0|||410.8131|00
47QSHA19D003A|MEK-55GL|ACI-LUBES CO|METHYL ETHYL KETONE TECHNICAL|MEK-55GL|METHYL ETHYL KETONE,TECHNICAL 55 Gallon Drum, MEK is a liquid solvent used in surface coatings, adhesives, printing inks, chemical intermediates, magnetic tapes and lube oil dewaxing agents. MEK also is used as an extraction medium for fats, oils, wa|xes and resins. It is a highly efficient and versatile solvent for surface coatings. 6810-00-281-2763|||6810-00-281-2763|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|596.63|0|||610.4694|00
47QSHA19D003A|MEK-5GL|ACI-LUBES CO|METHYL ETHYL KETONE TECHNICAL|MEK-5GL|METHYL Ethyl Ketone, Technical 5 Gallon Pail, MEK is a liquid solvent used in surface coatings, adhesives, printing inks, chemical intermediates, magnetic tapes and lube oil dewaxing agents. MEK also is used as an extraction medium for fats, oils, wa|xes and resins. It is a highly efficient and versatile solvent for surface coatings. 6810-00-281-2762|||6810-00-281-2762|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|54.24|0|||55.4981|00
47QSHA19D003A|MEK-1GL|ACI-LUBES CO|METHYL ETHYL KETONE TECHNICAL|MEK-1GL|METHYL Ethyl Ketone, Technical 1 Gallon Can, MEK is a liquid solvent used in surface coatings, adhesives, printing inks, chemical intermediates, magnetic tapes and lube oil dewaxing agents. MEK also is used as an extraction medium for fats, oils, wax|es and resins. It is a highly efficient and versatile solvent for surface coatings. 6810-00-281-2785|||6810-00-281-2785|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|10.85|0|||11.1017|00
47QSHA19D003A|MEK-QT|ACI-LUBES CO|BENZENE TECHNICAL|MEK-QT|BENZENE , TECHNICAL 1 Quart Can, MEK is a liquid solvent used in surface coatings, adhesives, printing inks, chemical intermediates, magnetic tapes and lube oil dewaxing agents. MEK also is used as an extraction medium for fats, oils, waxes and resin|s. It is a highly efficient and versatile solvent for surface coatings. 6810-00-281-2764|||6810-00-281-2764|0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|99PCT-ISO-ALCO-GAL-CAN|ACI-LUBES CO|ISOPROPYL ALCOHOL TECHNICAL|99% ISOPROPYL ALCOHOL - GALLON CAN SIZE|ISOPROPYL  ALCOHOL, TECHNICAL 1 Gallon Can, Isopropyl alcohol is also found in many everyday products such as paint thinners, inks, general-purpose cleaners, disinfectants and windshield thawing agents. 99% isopropyl alcohol is used to clean surfaces|and also to prevent infection from minor surface wounds like scrapes and cuts. 6810-00-286-5435|||6810-00-286-5435|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|9.81|0|||10.0376|00
47QSHA19D003A|99PCT-ISO-ALCO-24OZ-BOT|ACI-LUBES CO|ISOPROPYL ALCOHOL|99% ISOPROPYL ALCOHOL - 24OZ SPRAY BOTTL|24oz Spray Bottle, Isopropyl alcohol is also found in many everyday products such as paint thinners, inks, general-purpose cleaners, disinfectants and windshield thawing agents. 99% isopropyl alcohol is used to clean surfaces and also to prevent infe|ction from minor surface wounds like scrapes and cuts.||||0|0|0|1|CF|EA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|99PCT-ISO-ALCO-5GAL-PAIL|ACI-LUBES CO|ISOPROPYL ALCOHOL|99% ISOPROPYL ALCOHOL - 5 GALLON PAIL|5 Gallon Pail, Isopropyl alcohol is also found in many everyday products such as paint thinners, inks, general-purpose cleaners, disinfectants and windshield thawing agents. 99% isopropyl alcohol is used to clean surfaces and also to prevent infectio|n from minor surface wounds like scrapes and cuts.||||0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|36.82|0|||37.6741|00
47QSHA19D003A|99PCT-ISO-ALCO-55GAL-DRUM|ACI-LUBES CO|ISOPROPYL ALCOHOL TECHNICAL|99% ISOPROPYL ALCOHOL - 55 GALLON DRUM|ISOPROYL ALCOHOL, TECHNICAL 55 Gallon Drum, Isopropyl alcohol is also found in many everyday products such as paint thinners, inks, general-purpose cleaners, disinfectants and windshield thawing agents. 99% isopropyl alcohol is used to clean surfaces|and also to prevent infection from minor surface wounds like scrapes and cuts. 6810-00-543-7915|||6810-00-543-7915|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|405|0|||414.3943|00
47QSHA19D003A|TOLUENE-55GL|ACI-LUBES CO|TOLUENE|TOLUENE-55GL|TOLUENE 55 Gallon Drum, Toluene (/?t?ljui?n/), also known as toluol (/?t?lju?l/), is an aromatic hydrocarbon. It is a colorless, water-insoluble liquid with the smell associated with paint thinners. It is a mono-substituted benzene derivative, consis|ting of a CH3 group attached to a phenyl group. 6810-00-290-0046|||6810-00-290-0046|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|426.67|0|||436.567|00
47QSHA19D003A|TOLUENE-5GL|ACI-LUBES CO|TOLUENE|TOLUENE-5GL|5 Gallon Pail, Toluene (/?t?ljui?n/), also known as toluol (/?t?lju?l/), is an aromatic hydrocarbon. It is a colorless, water-insoluble liquid with the smell associated with paint thinners. It is a mono-substituted benzene derivative, consisting of a|CH3 group attached to a phenyl group.|||6810-00-290-0048|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|39.95|0|||40.8767|00
47QSHA19D003A|TOLUENE-A1G|ACI-LUBES CO|TOLUENE|TOLUENE-A1G|1 Gallon Can, Toluene (/?t?ljui?n/), also known as toluol (/?t?lju?l/), is an aromatic hydrocarbon. It is a colorless, water-insoluble liquid with the smell associated with paint thinners. It is a mono-substituted benzene derivative, consisting of a|CH3 group attached to a phenyl group.|||6810-00-281-2002|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|12.95|0|||13.2504|00
47QSHA19D003A|TOLUENE-QT|ACI-LUBES CO|TOLUENE|TOLUENE-QT|1 Quart Can, Toluene (/?t?ljui?n/), also known as toluol (/?t?lju?l/), is an aromatic hydrocarbon. It is a colorless, water-insoluble liquid with the smell associated with paint thinners. It is a mono-substituted benzene derivative, consisting of a C|H3 group attached to a phenyl group.|||6810-00-579-8431|0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|P-D-680 TY 1-PT|ACI-LUBES CO|MINERAL SPIRITS|P-D-680 TY 1 - PT (MINERAL SPIRITS 66)|1 Pint Can, Mineral Spirits 66. Mineral Spirits is a water white, odorless, high flash point mineral spirits that is ideal for parts cleaning. This product has a flash point of 100 F and very low aromatic content (less than 1%). Being a low aromatic|product means it is less irritating to skin tissue.||||0|0|0|1|CF|PT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|12.95|0|||13.2504|00
47QSHA19D003A|P-D-680 TY2-QUART|ACI-LUBES CO|PARAFFINIC NAPHTHENIC SOLVENT|P-D-680 TY2 - QUART (142 SOLVENT)|1 Quart Can, 142 Solvent is a high-purity mixture of hydrotreated isoparaffins and naphthenics with very low levels of polynuclear aromatics. It is a clear liquid with a medium flash point and mild odor. It is also known as Paraffinic Naphthenic Solv|ent or Aliphatic Solvent.||||0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|P-D-680 TYI-55GL|ACI-LUBES CO|MINERAL SPIRITS 66|P-D-680 TYI - 55GL (MINERAL SPIRITS 66)|55 Gallon Drum, Mineral Spirits 66. Mineral Spirits is a water white, odorless, high flash point mineral spirits that is ideal for parts cleaning. This product has a flash point of 100 F and very low aromatic content (less than 1%). Being a low aroma|tic product means it is less irritating to skin tissue.|||6850-00-285-8012|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|492.5|0|||503.924|00
47QSHA19D003A|P-D-680 TYII-1GL|ACI-LUBES CO|SOLVENT CLEANING COMPOUND|P-D-680 TYII - 1GL (142 SOLVENT)|SOLVENT CLEANING COMPOUND 1 Gallon Can, 142 Solvent is a high-purity mixture of hydrotreated isoparaffins and naphthenics with very low levels of polynuclear aromatics. It is a clear liquid with a medium flash point and mild odor. It is also known as|Paraffinic Naphthenic Solvent or Aliphatic Solvent. 6850-00-274-5421|||6850-00-274-5421|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|14.95|0|||15.2968|00
47QSHA19D003A|P-D-680 TYII-5GL|ACI-LUBES CO|PARAFFINIC NAPHTHENIC SOLVENT|P-D-680 TYII - 5GL (142 SOLVENT)|5 Gallon Pail, 142 Solvent is a high-purity mixture of hydrotreated isoparaffins and naphthenics with very low levels of polynuclear aromatics. It is a clear liquid with a medium flash point and mild odor. It is also known as Paraffinic Naphthenic So|lvent or Aliphatic Solvent.|||6850-01-376-9211|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|49.95|0|||51.1086|00
47QSHA19D003A|P-D-680 TYII-55GL|ACI-LUBES CO|PARAFFINIC NAPHTHENIC SOLVENT|P-D-680 TYII - 55GL (142 SOLVENT)|55 Gallon Drum, 142 Solvent is a high-purity mixture of hydrotreated isoparaffins and naphthenics with very low levels of polynuclear aromatics. It is a clear liquid with a medium flash point and mild odor. It is also known as Paraffinic Naphthenic S|olvent or Aliphatic Solvent.|||6850-00-285-8011|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|470.73|0|||481.649|00
47QSHA19D003A|P-D-680 TY 1-A1G|ACI-LUBES CO|MINERAL SPIRITS 66|P-D-680 TY 1 - A1G (MINERAL SPIRITS 66)|1 Gallon Can, Mineral Spirits 66. Mineral Spirits is a water white, odorless, high flash point mineral spirits that is ideal for parts cleaning. This product has a flash point of 100 F and very low aromatic content (less than 1%). Being a low aromati|c product means it is less irritating to skin tissue.|||6850-00-281-1985|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|19.95|0|||20.4128|00
47QSHA19D003A|P-D-680 TY 1-5GL|ACI-LUBES CO|MINERAL SPIRITS 66|P-D-680 TY 1-5GL. (MINERAL SPIRITS 66)|5 Gallon Pail, Mineral Spirits 66. Mineral Spirits is a water white, odorless, high flash point mineral spirits that is ideal for parts cleaning. This product has a flash point of 100 F and very low aromatic content (less than 1%). Being a low aromat|ic product means it is less irritating to skin tissue.|||6850-00-264-9038|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|39.95|0|||40.8767|00
47QSHA19D003A|C73-GR2-PT-CN|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR2-PT.CN (TECTYL 502C)|Pint Can size, is a solvent cutback, corrosion preventive compound. The semi-firm film is amber and translucent.|||||0|0|0|1|CF|PT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|C73-GR3-PT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR3-PT (TECTYL 894)|CORROSION PREVENTATIVE COMPOUND C73-GR3-PT (Tectyl 894) Pint Can size, is designed to protect ferrous and non-ferrous precision equipment and parts in indoor or covered storage and during shipment. 8030-01-396-5735||||8030-01-396-5735|0|0|0|1|CF|PT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|9.95|0|||10.1808|00
47QSHA19D003A|C73-GR1-55GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR1-55GL (TECTYL 891)|CORROSION PREVENTATIVE COMPOUND C73-GR1-55GL (Tectyl 891) 55 Gallon drum, provides a long-term protection for metallic surfaces in indoor our outdoor exposure and during international shipments. 8030-01-396-5237||||8030-01-396-5237|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|1057.13|0|||1081.6511|00
47QSHA19D003A|C73-GR1-5GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR1-5GL (TECTYL 891)|CORROSION PREVENTATIVE COMPOUND C73-GR1-5GL (Tectyl 891)  5 Gallon Pail, provides a long-term protection for metallic surfaces in indoor our outdoor exposure and during international shipments. 8030-00-244-1299||||8030-00-244-1299|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|118.56|0|||121.3101|00
47QSHA19D003A|C73-GR3-5GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR3-5GL (TECTYL 894)|CORRISION PREVENTATIVE COMPOUND C73-GR3-5GL (Tectyl 894) 5 Gallon Pail, is designed to protect ferrous and non-ferrous precision equipment and parts in indoor or covered storage and during shipment. 8030-00-244-1293||||8030-00-244-1293|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|168|0|||171.8969|00
47QSHA19D003A|C73-GR4-5GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR4-5GL (TECTYL 846)|CORROSION PREVENTATIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. C73-GR4-5GL (Tectyl 846) 5 gallon pail, is|a solvent cutback, water displacing corrosion preventive compound. The dry film is firm, amber, transparent, and non-tacky. 8030-00-526-1605|||8030-00-526-1605|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|185|0|||189.2912|00
47QSHA19D003A|C73-GR4-PT.|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR4-PT. (TECTYL 846)|CORROSION PREVENTATIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. C73-GR4-PT. (Tectyl 846) Pint can size, is|a solvent cutback, water displacing corrosion preventive compound. The dry film is firm, amber, transparent, and non-tacky. 8030-00-903-0931|||8030-00-903-0931|0|0|0|1|CF|PT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|4.18|0|||4.277|00
47QSHA19D003A|C73-GR1-GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR1-GL (TECTYL 891)|CORROSION PREVENTATIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. C73-GR1-GL (Tectyl 891)  1 Gallon can, prov|ides a long-term protection for metallic surfaces in indoor our outdoor exposure and during international shipments. 8030-00-231-2345|||8030-00-231-2345|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|23.34|0|||23.8814|00
47QSHA19D003A|C73-GR1-QT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR1-QT (TECTYL 891)|CORROSION PREVENTATIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. C73-GR1-QT (Tectyl 891)  1 Quart can, provi|des a long-term protection for metallic surfaces in indoor our outdoor exposure and during international shipments. 8030-00-062-6950|||8030-00-062-6950|0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|C73-GR2-5GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR2-5GL (TECTYL 502C)|CORROSION PREVENTATIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. C73-GR2-5GL (tectyl 502C) 5 gallon pail, is| a solvent cutback, corrosion preventive compound. The semi-firm film is amber and translucent. 8030-00-244-1298|||8030-00-244-1298|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|186|0|||190.3144|00
47QSHA19D003A|C73-GR2-55GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR2-55GL (TECTYL 502C)|CORROSION PREVENTATIVE COMPOUND A coating compound formulated to physically exclude corrosion causing substances from metal surfaces, and which can be removed by wiping. It may contain corrosion inhibitors. C73-GR2-55GL (Tectyl 502C). 55 gallon drum,| is a solvent cutback, corrosion preventive compound. The semi-firm film is amber and translucent. 8030-00-244-1295|||8030-00-244-1295|0|0|0|1|CF|DR|55|GA||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|1772.47|0|||1813.584|00
47QSHA19D003A|C73-GR2-GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR2-GL (TECTYL 502C)|1 gallon can, is a solvent cutback, corrosion preventive compound. The semi-firm film is amber and translucent.||||8030-00-244-1297|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|36.5|0|||37.3466|00
47QSHA19D003A|C73-GR2-QT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR2-QT|CORROSION PREVENTATIVE COMPOUND. C73-GR2-QT. 1 quart can, is a solvent cutback, corrosion preventive compound. The semi-firm film is amber and translucent. 8030-01-663-8414||||8030-01-663-8414|0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|12.95|0|||13.2504|00
47QSHA19D003A|C73-GR3-GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR3-GL (TECTYL 894)|1 Gallon size, is designed to protect ferrous and non-ferrous precision equipment and parts in indoor or covered storage and during shipment.||||8030-01-396-5748|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|28.5|0|||29.1611|00
47QSHA19D003A|C73-GR3-QT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR3-QT (TECTYL 894)|1 quart can, is designed to protect ferrous and non-ferrous precision equipment and parts in indoor or covered storage and during shipment.|||||0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|19.95|0|||20.4128|00
47QSHA19D003A|C73-GR4-GL|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR4-GL (TECTYL 846)|CORROSION PREVENTATIVE COMPOUND C73-GR4-GL (Tectyl 846) 1 Gallon can, is a solvent cutback, water displacing corrosion preventive compound. The dry film is firm, amber, transparent, and non-tacky. 8030-00-062-5866||||8030-00-062-5866|0|0|0|1|CF|GA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|38.5|0|||39.393|00
47QSHA19D003A|C73-GR4-PT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR4-PT (TECTYL 846)|CORROSION PREVENTATIVE COMPOUND C73-GR4-PT (Tectyl 846) 1 pint can, is a solvent cutback, water displacing corrosion preventive compound. The dry film is firm, amber, transparent, and non-tacky. 8030-00-903-0931||||8030-00-903-0931|0|0|0|1|CF|PT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|4.25|0|||4.3486|00
47QSHA19D003A|C73-GR4-QT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR4-QT (TECTYL 846)|1 quart can, is a solvent cutback, water displacing corrosion preventive compound. The dry film is firm, amber, transparent, and non-tacky.|||||0|0|0|1|CF|QT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|19.95|0|||20.4128|00
47QSHA19D003A|C73-GR2-PT|ACI-LUBES CO|CORROSION PREVENTIVE COMPOUND|C73-GR2-PT (TECTYL 502C)|1 pint can, is a solvent cutback, corrosion preventive compound. The semi-firm film is amber and translucent.|||||0|0|0|1|CF|PT||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|8.95|0|||9.1576|00
47QSHA19D003A|ALK-2|ACI-LUBES CO|NEEDLE FITTING LUBRICATION KIT|ALK-2|Needle Fitting Lubrication Kit was designed to be a cost effective solution to lubrication problems on today's aircraft. In many cases, access to lube fittings with conventional lube equipment requires complex disassembly. The LK2's unique design all|ows technicians to choose and assemble the unit using various length tubes and angle tips. Unlike other kits, tip replacement is as easy as screwing in a new unit. Tips and extension tubes are available individually.||||0|0|0|1|CF|EA||||1|834 900|US|||0|STND|21|AF||||LN|WD|HT|P|99999999999999||O|O|O|O|8020|350|0|||358.1186|00
