DUNS,VENDOR NAME,CONTRACT NUMBER/OFFER NUMBER,SIN,MANUFACTURER NAME,MFGPART,VENDPART,UPC-A,PRODNAME,PRODUCT DESCRIPTION,UOI,GREEN CERTIFICATION,RECYCLED AND/OR POST CONSUMER MATERIAL CONTENT %,COMMERCIAL LIST PRICE,MOST FAVORED CUSTOMER (MFC), DISCOUNT OFFERED TO MFC (%),MFC PRICE, GSA(%) DISCOUNT (exclusive of the .75% IFF),DISCOUNT PRICE OFFERED TO GSA (excluding IFF),PRICE,QUANTITY/VOLUME DISCOUNT,COO,"CDM SIN Only: Manage ""What is on the network?""","CDM SIN Only: Manage ""Who is on the network?""","CDM SIN Only: Manage ""How is the network protected?""","CDM SIN Only: Manage ""What is happening on the network?""",Emerging Tools and Technology,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,339113PA,3M CORPORATION,3M-H7A-PTL,3M-H7A-PTL,,"3M(TM) Peltor(TM) PTL(TM) Earmuff, H7A-PTL, Headband Headset, 10 ea/cs, UPC: 1-00-93045-98169-1, 3M-ID: 70071515608","3M(TM) Peltor(TM) PTL(TM) Earmuff, H7A-PTL, Headband Headset, 10 ea/cs, UPC: 1-00-93045-98169-1, 3M-ID: 70071515608",EA,,,$678.63 ,All Commercial Accounts,0.00%,678.63,21.00%,536.12,540.17,,SE,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,339113PA,3M CORPORATION,3M-H7P3E-PTL,3M-H7P3E-PTL,,"3M(TM) Peltor(TM) PTL(TM) Earmuff, H7P3E-PTL, Hard Hat Mount Headset 10 ea/cs, UPC: 1-00-93045-98170-7, 3M-ID: 70071515590","3M(TM) Peltor(TM) PTL(TM) Earmuff, H7P3E-PTL, Hard Hat Mount Headset 10 ea/cs, UPC: 1-00-93045-98170-7, 3M-ID: 70071515590",EA,,,$733.84 ,All Commercial Accounts,0.00%,733.84,21.00%,579.74,584.12,,SE,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,339113PA,3M CORPORATION,3M-MT7H7F4010-NA-50,3M-MT7H7F4010-NA-50,,The 3M PELTOR LiteCom Pro II UHF radio headset offers an intrinsically safe and convenient way to help your team communicate in noisy environments. It features software programmability in order to tailor settings to your specific workplace needs.  UP,The 3M PELTOR LiteCom Pro II UHF radio headset offers an intrinsically safe and convenient way to help your team communicate in noisy environments. It features software programmability in order to tailor settings to your specific workplace needs.  UP,EA,,,"$1,260.42 ",All Commercial Accounts,0.00%,1260.42,30.00%,882.30,888.96,,SE,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,339113PA,3M CORPORATION,3M-X4A,3M-X4A,,"3M(TM) PELTOR(TM) Over-the-Head Earmuffs X4A/37273(AAD) 10 EA/Case, UPC: 1-00-93045-93726-1, 3M-ID: XA007707863","3M(TM) PELTOR(TM) Over-the-Head Earmuffs X4A/37273(AAD) 10 EA/Case, UPC: 1-00-93045-93726-1, 3M-ID: XA007707863",EA,,,$377.50 ,All Commercial Accounts,0.00%,377.50,20.99%,298.26,300.52,,PL,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,339113PA,3M CORPORATION,3M-X4P3E,3M-X4P3E,,"3M(TM) Peltor(TM) Cap-Mount Earmuffs X4P3E/37278(AAD), Hearing Conservation, 10 EA/Case, UPC: 1-00-93045-93731-5, 3M-ID: XA007707913","3M(TM) Peltor(TM) Cap-Mount Earmuffs X4P3E/37278(AAD), Hearing Conservation, 10 EA/Case, UPC: 1-00-93045-93731-5, 3M-ID: XA007707913",EA,,,$377.50 ,All Commercial Accounts,0.00%,377.50,20.99%,298.26,300.52,,PL,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,332999,MERCURY LUGGAGE,ML-T9933AF-ABU,ML-T9933AF-ABU,99999999999999,"Deployment Bag, Wheeled, AF ABU,  33""x17""x13""","Deployment Bag, Wheeled, AF ABU,  33""x17""x13""",EA,,,$110.00 ,All Commercial Accounts,0.00%,110.00,10.00%,99.00,99.75,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-10.5M,WB-CM992-10.5M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-10.5W,WB-CM992-10.5W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-10M,WB-CM992-10M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-10W,WB-CM992-10W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-11M,WB-CM992-11M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-11W,WB-CM992-11W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-6.5M,WB-CM992-6.5M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-6M,WB-CM992-6M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-6W,WB-CM992-6W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-7.5M,WB-CM992-7.5M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-7.5W,WB-CM992-7.5W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-7M,WB-CM992-7M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-7W,WB-CM992-7W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-8.5M,WB-CM992-8.5M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-8.5W,WB-CM992-8.5W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-8M,WB-CM992-8M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-8W,WB-CM992-8W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-9.5M,WB-CM992-9.5M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-9.5W,WB-CM992-9.5W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-9M,WB-CM992-9M,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,WARSON / REEBOK,WB-CM992-9W,WB-CM992-9W,,"Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt","Reebok Women's Fusion Max, 8"" Tactical, EH, Total Cushioning Technology, Soft Toe, Coyote, Berry Amendment and AR670-1 compliantt",PR,,,$241.00 ,All Commercial Accounts,0.00%,241.00,30.00%,168.71,169.98,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-10.5EE,TH-804-3268-10.5EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-10D,TH-804-3268-10D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-11.5D,TH-804-3268-11.5D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-10EE,TH-804-3268-10EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-10.5D,TH-804-3268-10.5D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-12EE,TH-804-3268-12EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-12D,TH-804-3268-12D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-11EE,TH-804-3268-11EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-11D,TH-804-3268-11D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-11.5EE,TH-804-3268-11.5EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-8.5D,TH-804-3268-8.5D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-14EE,TH-804-3268-14EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-14D,TH-804-3268-14D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-13EE,TH-804-3268-13EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-13D,TH-804-3268-13D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-9.5EE,TH-804-3268-9.5EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-9.5D,TH-804-3268-9.5D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-8EE,TH-804-3268-8EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-8D,TH-804-3268-8D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-8.5EE,TH-804-3268-8.5EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-9EE,TH-804-3268-9EE,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,THOROGOOD,804-3268-9D,TH-804-3268-9D,,"Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown","Boot, Men's Thorogood 6"" Omni, Steel Toe, Waterproof, EH Rated, Brown",PR,,,$242.00 ,All Commercial Accounts,0.00%,242.00,10.00%,217.80,219.45,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,CARHARTT,CHT-CMZ8340-8M,CHT-CMZ8340-8M,,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown","Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",PR,,,$204.00 ,All Commercial Accounts,0.00%,204.00,10.00%,183.60,184.99,,US,,,,,,,
052877953,"A.D.A. SUPPLIES & LEASING SERVICES, INC.",GS-07F-0133T,316210,CARHARTT,CHT-CMZ8340-8W,CHT-CMZ8340-8W,,"Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown","Boot, Men's Carhartt 8"" USA Work Boot, Composite Toe, EH Rated, Storm Defender Waterproof Breathable Membrane, Fastdry Lining, PU Outsole, Color: Brown",PR,,,$204.00 ,All Commercial Accounts,0.00%,204.00,10.00%,183.60,184.99,,US,,,,,,,
